event_id,user_id,event_type,timestamp,hour_of_day,day_of_week,is_weekend,is_anomalous,anomaly_type,ip_address,country,device,login_success,failed_attempts,timezone_gap_hours,instrument,lot_size,trade_volume,pnl,margin_used,trade_duration_seconds,trade_volume_vs_baseline,is_night_trade,amount,method,is_immediate_withdrawal,session_duration_mins,page_clicks,click_rate_per_min,kyc_change_type,account_age_days,time_since_last_event_sec,time_since_last_login_sec,time_since_last_deposit_sec,roll_3_trade_vol_mean,roll_3_trade_vol_std,roll_3_pnl_mean,roll_10_trade_vol_mean,roll_10_trade_vol_std,roll_10_pnl_mean,roll_3_click_rate_mean,roll_10_click_rate_mean,burst_count_5min,burst_count_30min,unique_ips_last_10_logins,unique_countries_last_10_logins,unique_devices_last_10_logins,rolling_failed_attempts_5,roll_5_deposit_sum,withdrawal_to_deposit_ratio,trade_vol_zscore,pnl_zscore,amount_zscore,session_duration_zscore
EVT_215815,USER_0000,kyc_change,2024-01-29 19:43:35,19,0,0,1,wash_trader,,,,,,,,,,,,,,,,,,,,,address_update,131,969208.0,969208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_864147,USER_0000,trade,2024-01-30 11:04:54,11,1,0,1,wash_trader,,,,,,,GBPUSD,1.67,11188.91,-99.79,4904.31,1808.0,0.943,0.0,,,,,,,,131,55279.0,1024487.0,0.0,10765.193333333335,1322.8867339395802,63.339999999999996,11116.0925,1288.102134107255,-51.7775,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0930393308930846,-1.0386361154379717,0.0,0.0
EVT_722895,USER_0000,trade,2024-02-10 13:35:45,13,5,1,1,wash_trader,,,,,,,GBPUSD,1.8,17190.72,64.25,1471.48,2871.0,1.449,0.0,,,,,,,,142,959451.0,1983938.0,0.0,12553.996666666668,4127.121960644407,51.973333333333336,12331.018,2936.771217454639,-28.572000000000003,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0289208774789276,-0.9499185442285061,0.0,0.0
EVT_474236,USER_0000,deposit,2024-02-11 11:13:42,11,6,1,1,wash_trader,,,,,,,,,,,,,,,2965.51,bank,0.0,,,,,143,77877.0,2061815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,2965.51,0.0,0.0,0.0,1.0019977917144345,0.0
EVT_176711,USER_0000,trade,2024-02-14 11:41:12,11,2,0,1,wash_trader,,,,,,,GBPUSD,0.82,13610.12,-78.25,1664.57,324.0,1.147,0.0,,,,,,,,146,260850.0,2322665.0,260850.0,13996.583333333336,3019.5109289474917,-37.93,12544.201666666668,2678.130654269255,-36.85166666666667,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.067173093776133,-1.0269866611350464,0.0,0.0
EVT_923892,USER_0000,trade,2024-02-17 22:07:25,22,5,1,1,wash_trader,,,,,,,EURUSD,49.91,144378.71,2417.82,117708.05,5.0,12.172,0.0,,,,,,,,150,296773.0,2619438.0,557623.0,58393.18333333333,74487.16850033993,801.2733333333334,31377.702857142856,49888.699683824096,313.8157142857143,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3298520946170366,0.32296010775553663,0.0,0.0
EVT_929868,USER_0000,trade,2024-02-17 22:09:25,22,5,1,1,wash_trader,,,,,,,EURUSD,39.64,236991.63,1729.67,192629.53,5.0,19.98,0.0,,,,,,,,150,120.0,2619558.0,557743.0,131660.15333333332,112232.55327770297,1356.4133333333334,57079.443750000006,86127.60076320017,490.7975,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1.3192531580577418,-0.049211293291731566,0.0,0.0
EVT_253184,USER_0000,trade,2024-02-17 22:11:25,22,5,1,1,wash_trader,,,safari_mac,,,,EURUSD,32.59,157789.57,3373.37,109639.16,8.0,13.302,0.0,,,,28.8,75.0,2.6,,150,120.0,2619678.0,557863.0,179719.97,50049.92578267829,2506.9533333333334,68269.45777777777,87279.24087117634,811.0833333333334,0.0,0.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.47312280831070297,0.8397491541418143,0.0,0.11267712489423491
EVT_174852,USER_0000,trade,2024-02-17 22:13:25,22,5,1,1,wash_trader,,,,,,,EURUSD,32.28,125263.68,4523.45,84493.19,7.0,10.56,0.0,2249.84,crypto,0.0,,,,,150,120.0,2619798.0,557983.0,173348.29333333333,57465.982168784336,3208.83,73968.88,84238.30899856206,1182.3200000000002,0.0,0.0,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.1256426710322821,1.4617456446111046,-0.7649105724503278,0.0
EVT_362227,USER_0000,trade,2024-02-17 22:15:25,22,5,1,1,wash_trader,,,safari_mac,,,,EURUSD,31.06,140157.82,4389.61,120981.49,29.0,11.816,0.0,,,,6.7,53.0,7.91,,150,120.0,2619918.0,558103.0,141070.3566666667,16282.135070347464,4095.476666666667,86767.783,83525.40518423548,1660.994,0.0,0.0,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.28475954106547785,1.3893611058969195,0.0,-1.5796676538570409
EVT_227885,USER_0000,trade,2024-02-17 22:17:25,22,5,1,1,wash_trader,,,safari_mac,,,,EURUSD,43.3,215556.1,3969.15,176717.48,23.0,18.173,0.0,,,,15.2,70.0,4.61,,150,120.0,2620038.0,558223.0,160325.86666666667,48407.05379514166,4294.070000000001,107140.96200000001,87944.22602829765,2048.074,0.0,0.0,3,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0902534010323166,1.1619641905669273,0.0,-0.928765815875781
EVT_503489,USER_0000,trade,2024-02-17 22:19:25,22,5,1,1,wash_trader,,,,,,,EURUSD,20.98,234220.16,4643.82,142497.55,24.0,19.746,0.0,2668.2,bank,0.0,,,,,150,120.0,2620158.0,558343.0,196644.69333333336,49801.2241631964,4334.193333333334,129634.742,88894.9424992418,2493.31,0.0,0.0,3,7,0.0,0.0,0.0,0.0,0.0,0.0,1.289645028162971,1.5268452181692818,0.2679729957193165,0.0
EVT_308855,USER_0000,trade,2024-02-17 22:21:25,22,5,1,1,wash_trader,,,,,,,EURUSD,34.45,147934.14,1027.89,68777.87,20.0,12.472,0.0,,,,,,,phone_update,150,120.0,2620278.0,558463.0,199236.80000000002,45398.88738975442,3213.6200000000003,143309.265,78567.96369577563,2606.078,0.0,0.0,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.36783541511906814,-0.428754192117499,0.0,0.0
EVT_798359,USER_0000,trade,2024-02-17 22:23:25,22,5,1,1,wash_trader,172.16.4.1,SG,safari_mac,1.0,0.0,0.0,EURUSD,26.02,205838.09,2712.18,59631.34,17.0,17.353,0.0,,,,,,,,150,120.0,2620398.0,558583.0,195997.46333333335,43976.67292729904,2794.6299999999997,162174.002,66667.92316805768,2870.871,0.0,0.0,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.9864340912802063,0.482158499984373,0.0,0.0
EVT_814544,USER_0000,trade,2024-02-17 22:25:25,22,5,1,1,wash_trader,,,,,,,EURUSD,22.17,235111.84,2266.22,121990.83,18.0,19.821,0.0,,,,,,,,150,120.0,2620518.0,558703.0,196294.68999999997,44365.473140636095,2002.0966666666664,184324.174,45146.561080781794,3105.3179999999998,0.0,0.0,3,10,0.0,0.0,0.0,0.0,0.0,0.0,1.2991710115813624,0.240970447944789,0.0,0.0
EVT_700974,USER_0000,session,2024-02-24 00:13:51,0,5,1,1,wash_trader,,,safari_mac,,,,,,,,,,,,,,,44.2,52.0,1.18,,156,524906.0,3145424.0,1083609.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,1.54,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2919581019426354
EVT_199355,USER_0000,trade,2024-02-24 19:46:08,19,5,1,1,wash_trader,,,,,,,GBPUSD,1.67,11042.24,119.19,3346.29,179.0,0.931,1.0,,,,,,,,157,70337.0,3215761.0,1153946.0,150664.05666666667,121798.71459395964,1699.1966666666665,170990.527,70708.34850142113,2875.4549999999995,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0946062338044154,-0.9202054049804687,0.0,0.0
EVT_838190,USER_0000,login,2024-02-26 13:58:23,13,0,0,1,wash_trader,172.16.4.1,SG,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,158,151935.0,3367696.0,1305881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_135153,USER_0000,login,2024-03-03 01:44:51,1,6,1,1,wash_trader,172.16.4.1,SG,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,164,474388.0,474388.0,1780269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_751997,USER_0000,deposit,2024-03-05 09:00:30,9,1,0,1,wash_trader,,,,,,,,,,,,,,,2883.3,bank,0.0,,,,,166,198939.0,198939.0,1979208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,5848.81,0.0,0.0,0.0,0.7990305908844638,0.0
EVT_330072,USER_0000,kyc_change,2024-03-08 21:42:31,21,4,0,1,wash_trader,,,,,,,,,,,,,,,,,,,,,phone_update,170,304921.0,503860.0,304921.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_673379,USER_0000,login,2024-03-08 22:59:23,22,4,0,1,wash_trader,172.16.4.1,SG,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,170,4612.0,508472.0,309533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_958533,USER_0000,login,2024-03-13 10:57:29,10,2,0,1,wash_trader,172.16.4.1,SG,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,174,388686.0,388686.0,698219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_275479,USER_0000,session,2024-03-15 09:53:17,9,4,0,1,wash_trader,,,safari_mac,,,,,,,,,,,,,,,36.3,12.0,0.33,,176,168948.0,168948.0,867167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7833333333333333,1.2375,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6870022760541699
EVT_759803,USER_0001,trade,2024-01-09 05:45:11,5,1,0,1,wash_trader,,,,,,,EURUSD,1.34,25775.86,-85.11,4793.08,1023.0,1.16,1.0,,,,,,,,155,0.0,0.0,0.0,25775.86,0.0,-85.11,25775.86,0.0,-85.11,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.8038527925592224,-0.777326939887391,0.0,0.0
EVT_830140,USER_0001,login,2024-01-10 09:43:30,9,2,0,1,wash_trader,10.16.15.1,US,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,156,100699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_785047,USER_0001,trade,2024-01-11 02:12:04,2,3,0,1,wash_trader,,,,,,,EURUSD,1.91,25597.68,-249.68,1567.99,3087.0,1.152,0.0,,,,,,,,157,59314.0,59314.0,0.0,25686.77,125.99228627181924,-167.395,25686.77,125.99228627181924,-167.395,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.8049937804789482,-0.8796683685450827,0.0,0.0
EVT_300450,USER_0001,trade,2024-01-12 03:03:44,3,4,0,1,wash_trader,,,,,,,EURUSD,0.82,19396.91,69.62,4255.06,1361.0,0.873,0.0,,,,,,,,158,89500.0,148814.0,0.0,23590.149999999998,3632.545017105777,-88.39,23590.149999999998,3632.545017105777,-88.39,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.8447008388637172,-0.6811047289363998,0.0,0.0
EVT_510079,USER_0001,kyc_change,2024-01-15 11:52:30,11,0,0,1,wash_trader,,,,,,,,,,,,,,,,,,,,,address_update,161,290926.0,439740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_898857,USER_0001,login,2024-01-16 16:04:57,16,1,0,1,wash_trader,10.16.15.1,US,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,162,101547.0,541287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_490111,USER_0001,trade,2024-01-18 23:56:27,23,3,0,1,wash_trader,,,,,,,EURUSD,1.96,21480.93,-292.58,2817.35,3381.0,0.966,0.0,,,,,,,,165,201090.0,201090.0,0.0,22158.506666666668,3155.4270317396577,-157.54666666666665,23062.845,3147.87618132713,-139.4375,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.8313556730512414,-0.9063466652541727,0.0,0.0
EVT_913804,USER_0001,trade,2024-01-23 18:17:54,18,1,0,1,wash_trader,,,,,,,EURUSD,1.21,22235.59,127.05,3086.39,2826.0,1.0,0.0,,,,,,,,169,411687.0,612777.0,0.0,21037.81,1470.3035524679985,-31.969999999999995,22897.394,2751.1294965395587,-86.14,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.826523155689583,-0.6453906361624361,0.0,0.0
EVT_880900,USER_0001,trade,2024-02-01 08:47:30,8,3,0,1,wash_trader,,,,,,,EURUSD,40.85,257534.06,4370.55,166977.65,2.0,11.586,0.0,463.84,bank,0.0,,,,,178,743376.0,1356153.0,0.0,100416.86,136068.0097591234,1401.6733333333334,62003.505000000005,95821.6179996524,656.6416666666668,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6802268263508474,1.9935219998521116,-1.2056092870438062,0.0
EVT_308376,USER_0001,trade,2024-02-01 08:49:30,8,3,0,1,wash_trader,,,,,,,EURUSD,34.42,278584.1,972.19,86306.75,29.0,12.533,0.0,2035.26,bank,0.0,,,,,178,120.0,1356273.0,0.0,186117.91666666666,142315.98220600677,1823.2633333333335,92943.59,119801.95079954526,701.7200000000001,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8150222093890385,-0.11982197227617833,1.1069225056498833,0.0
EVT_328367,USER_0001,trade,2024-02-01 08:51:30,8,3,0,1,wash_trader,,,safari_mac,,,,EURUSD,38.54,419554.45,3661.09,133947.3,1.0,18.875,0.0,,,,12.8,42.0,3.28,,178,120.0,1356393.0,0.0,318557.5366666667,88096.8695422604,3001.2766666666666,133769.9475,160113.96237343716,1071.6412500000001,0.0,0.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,1.717735568854288,1.5523288906858854,0.0,-0.9816910587630853
EVT_555251,USER_0001,trade,2024-02-01 08:53:30,8,3,0,1,wash_trader,,,,,,,EURUSD,22.36,438615.81,2286.15,69907.36,17.0,19.733,0.0,,,,,,,,178,120.0,1356513.0,0.0,378918.11999999994,87412.93118459491,2306.476666666667,167641.71000000002,180990.57290993028,1206.5866666666668,0.0,0.0,3,4,0.0,0.0,0.0,0.0,0.0,0.0,1.8397963023459512,0.6972925905181365,0.0,0.0
EVT_713099,USER_0001,trade,2024-02-01 08:55:30,8,3,0,1,wash_trader,,,,,,,EURUSD,44.02,225627.42,1400.68,75122.39,4.0,10.151,0.0,1028.27,bank,0.0,,,,,178,120.0,1356633.0,0.0,361265.8933333333,117852.3671693125,2449.306666666667,173440.28100000002,171621.93856325984,1225.996,0.0,0.0,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.4759104563932762,0.14664384023846136,-0.37498328015188737,0.0
EVT_144033,USER_0001,trade,2024-02-01 08:57:30,8,3,0,1,wash_trader,,,,,,,EURUSD,36.24,310257.76,3690.77,180645.37,21.0,13.958,0.0,,,,,,,,178,120.0,1356753.0,0.0,324833.6633333334,107239.71413233552,2459.2000000000003,201888.471,167964.29989527576,1603.584,0.0,0.0,3,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0178466758471278,1.570786043280892,0.0,0.0
EVT_908239,USER_0001,trade,2024-02-01 08:59:30,8,3,0,1,wash_trader,10.16.15.1,US,safari_mac,1.0,0.0,0.0,EURUSD,30.18,375295.97,4166.71,62017.23,26.0,16.884,0.0,,,,,,,,178,120.0,1356873.0,0.0,303727.05,75047.69379936803,3086.0533333333333,236858.3,163527.39582539818,2045.2230000000004,0.0,0.0,3,7,0.0,0.0,0.0,0.0,0.0,0.0,1.4343233395051689,1.866759668822253,0.0,0.0
EVT_195841,USER_0001,trade,2024-02-01 09:01:30,9,3,0,1,wash_trader,10.16.15.1,US,safari_mac,1.0,0.0,0.0,EURUSD,44.52,242167.63,2535.43,146536.65,16.0,10.895,0.0,,,,,,,,178,120.0,1356993.0,0.0,309240.4533333333,66570.00009335615,3464.3033333333333,259135.37199999997,144701.58416713768,2291.8039999999996,0.0,0.0,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.58182683196701,0.8523127724212132,0.0,0.0
EVT_896456,USER_0001,trade,2024-02-01 09:03:30,9,3,0,1,wash_trader,,,,,,,EURUSD,46.15,374748.74,1486.46,196379.79,10.0,16.859,0.0,,,,,,,,178,120.0,1357113.0,0.0,330737.44666666666,76704.19925560427,2729.533333333333,294462.15300000005,121497.11411481963,2469.708,0.0,0.0,3,9,0.0,0.0,0.0,0.0,0.0,0.0,1.430819114455716,0.19998799622227845,0.0,0.0
EVT_835395,USER_0001,trade,2024-02-01 09:05:30,9,3,0,1,wash_trader,,,,,,,EURUSD,39.76,235564.91,2741.88,133304.53,21.0,10.598,0.0,1940.68,crypto,0.0,,,,,178,120.0,1357233.0,0.0,284160.4266666667,78521.21281719506,2254.5899999999997,315795.08499999996,80044.83632253131,2731.191,0.0,0.0,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.5395458590332805,0.9806981886354712,0.967736764757589,0.0
EVT_789907,USER_0001,trade,2024-02-04 23:44:08,23,6,1,1,wash_trader,,,,,,,EURUSD,1.9,23225.79,116.75,2955.79,1694.0,1.045,0.0,,,,,,,,182,311918.0,1669151.0,0.0,211179.81333333332,177025.62187084,1448.3633333333328,292364.25800000003,122191.55781022886,2305.811,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.82018234169187,-0.6517959148594904,0.0,0.0
EVT_143700,USER_0001,withdrawal,2024-02-11 00:26:17,0,6,1,1,wash_trader,,,,,,,,,,,,,,,947.35,crypto,0.0,,,,,188,520929.0,2190080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,947350000000.0,0.0,0.0,-0.494066703211778,0.0
EVT_555904,USER_0001,session,2024-02-13 18:46:56,18,1,0,1,wash_trader,,,safari_mac,,,,,,,,,,,,,,,48.3,68.0,1.41,,190,238839.0,2428919.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,1.41,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0173547874753195
EVT_273155,USER_0001,trade,2024-02-17 13:07:24,13,5,1,1,wash_trader,,,,,,,EURUSD,0.11,21138.37,-220.42,3309.03,334.0,0.951,0.0,,,,,,,,194,325228.0,2754147.0,0.0,93309.69,123201.05536682869,879.4033333333331,266619.685,149489.0372711044,2186.55,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.8335492796388565,-0.8614724020717032,0.0,0.0
EVT_159476,USER_0001,login,2024-02-20 07:18:29,7,1,0,1,wash_trader,10.16.15.1,US,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,197,238265.0,2992412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_195660,USER_0001,kyc_change,2024-02-25 21:07:29,21,6,1,1,wash_trader,,,,,,,,,,,,,,,,,,,,,address_update,202,481740.0,481740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_734555,USER_0001,trade,2024-03-03 23:27:12,23,6,1,1,wash_trader,,,,,,,EURUSD,1.78,26679.46,52.92,2300.29,1685.0,1.2,0.0,,,,,,,,210,613183.0,1094923.0,0.0,23681.206666666665,2798.4768807722116,-16.916666666666966,227332.186,156300.9717140727,1825.7329999999997,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.7980665276346279,-0.6914899866296821,0.0,0.0
EVT_613233,USER_0001,session,2024-03-05 15:33:39,15,1,0,1,wash_trader,,,safari_mac,,,,,,,,,,,,,,,29.6,24.0,0.81,,211,144387.0,1239310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1099999999999999,1.1099999999999999,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03566372871223443
EVT_952318,USER_0001,trade,2024-03-07 18:40:54,18,3,0,1,wash_trader,,,,,,,EURUSD,0.63,27590.0,-5.06,4431.98,1488.0,1.241,0.0,,,,,,,,213,184035.0,1423345.0,0.0,25135.943333333333,3491.8068659959845,-57.5200000000003,186229.60499999998,148410.80122332356,1596.6119999999999,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.7922358219413563,-0.7275461088486342,0.0,0.0
EVT_304998,USER_0001,trade,2024-03-08 05:18:23,5,4,0,1,wash_trader,,,,,,,EURUSD,0.58,33355.83,-96.8,3003.18,1114.0,1.501,1.0,,,,,,,,214,38249.0,1461594.0,0.0,29208.430000000004,3620.49248623495,-16.31333333333363,167002.446,155045.96454729274,1446.864,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.7553139318459886,-0.7845966202726885,0.0,0.0
EVT_551372,USER_0001,trade,2024-03-08 22:27:55,22,4,0,1,wash_trader,,,,,,,EURUSD,0.27,25955.8,-96.87,4628.16,777.0,1.168,0.0,,,,,,,,214,61772.0,1523366.0,0.0,28967.210000000003,3887.4981078173796,-66.24333333333364,138572.25,151892.7147013933,1068.1,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.8027005343581028,-0.7846401512929599,0.0,0.0
EVT_628183,USER_0001,trade,2024-03-14 16:48:45,16,3,0,1,wash_trader,,,,,,,EURUSD,1.46,22378.78,-72.29,3147.09,2752.0,1.007,0.0,,,,,,,,220,498050.0,2021416.0,0.0,27230.13666666667,5598.379866587912,-88.65333333333363,103280.53099999999,130234.96696120806,644.2,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.8256062286482454,-0.769354544460572,0.0,0.0
